gh_num_commit_comments,gh_diff_files_added,gh_diff_tests_deleted,gh_diff_files_modified,gh_team_size,gh_diff_doc_files,gh_asserts_cases_per_kloc,gh_sloc,gh_is_pr,git_diff_src_churn,git_diff_test_churn,gh_num_issue_comments,gh_diff_other_files,gh_diff_files_deleted,gh_build_started_at,gh_test_cases_per_kloc,gh_diff_tests_added,gh_project_name,git_num_commits,gh_test_lines_per_kloc,gh_diff_src_files,gh_by_core_team_member,build_failed,gh_num_pr_comments,gh_num_commits_on_files_touched
0,0.033681882,0.041678322,0.052420665,0.008064516,0,0.000349959,0.023691776,0,0,0,0,0.040586699,0.010295858,6/18/2012 14:49,0.000155445,0,apache/jackrabbit-oak,0,0.000317856,0,0,1,0,0.003309667
0,0.039865272,0.065454545,0.061301852,0.008064516,0,0.00043955,0.025969214,0,0,0,0,0.047619048,0.014556213,6/18/2012 23:22,0.000222713,0,apache/jackrabbit-oak,0,0.000375882,0,0,0,0,0.00400363
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/19/2012 11:59,0,0,apache/jackrabbit-oak,0.005424955,0,0,2,0,0,0
0,0.001658958,0,0.001083072,0.008064516,0,0.000439184,0.025990866,0,0,0,0,0.002561784,0,6/19/2012 11:59,0.000222527,0,apache/jackrabbit-oak,0,0.000375597,0,0,0,0,0.005658464
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/20/2012 1:48,0,0,apache/jackrabbit-oak,0.001808318,0,0,2,1,0,0
0,0,0,0.000108307,0.008064516,0,0.000439184,0.025990866,0,0,0,0,5.02E-05,0,6/20/2012 1:48,0.000222527,0,apache/jackrabbit-oak,0,0.000375597,0,1,1,0,5.34E-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/20/2012 13:13,0,0,apache/jackrabbit-oak,0.005424955,0,0,2,0,0,0
0,0,0,0.000216614,0.004032258,0,0.000439184,0.025990866,0,0,0,0,0.000100462,0,6/20/2012 13:13,0.000222527,0,apache/jackrabbit-oak,0,0.000375597,0,0,0,0,0.000266909
0,0,0,0.000541536,0.004032258,0,0.000439211,0.025989262,0,0,0,0,0.000251155,0,6/21/2012 1:49,0.000222541,0,apache/jackrabbit-oak,0,0.000375648,0,0,0,0,0.001814979
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6/21/2012 14:26,0,0,apache/jackrabbit-oak,0.005424955,0,0,2,0,0,0
